cls_name,label,save_name
inclusion,1,inclusion_inclusion_174_0.jpg
patches,2,patches_patches_117_1.jpg
pitted_surface,3,pitted_surface_pitted_surface_196_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_280_2.jpg
patches,2,patches_patches_202_4.jpg
inclusion,1,inclusion_inclusion_115_4.jpg
patches,2,patches_patches_111_1.jpg
patches,2,patches_patches_184_3.jpg
inclusion,1,inclusion_inclusion_127_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_150_4.jpg
inclusion,1,inclusion_inclusion_8_0.jpg
crazing,0,crazing_crazing_267_2.jpg
crazing,0,crazing_crazing_17_3.jpg
scratches,5,scratches_scratches_229_2.jpg
patches,2,patches_patches_131_0.jpg
crazing,0,crazing_crazing_205_1.jpg
inclusion,1,inclusion_inclusion_261_1.jpg
pitted_surface,3,pitted_surface_pitted_surface_238_3.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_109_1.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_243_4.jpg
patches,2,patches_patches_142_2.jpg
patches,2,patches_patches_38_0.jpg
crazing,0,crazing_crazing_270_0.jpg
inclusion,1,inclusion_inclusion_106_3.jpg
crazing,0,crazing_crazing_148_2.jpg
inclusion,1,inclusion_inclusion_291_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_13_4.jpg
patches,2,patches_patches_118_1.jpg
crazing,0,crazing_crazing_90_0.jpg
scratches,5,scratches_scratches_300_4.jpg
inclusion,1,inclusion_inclusion_142_0.jpg
pitted_surface,3,pitted_surface_pitted_surface_248_0.jpg
scratches,5,scratches_scratches_63_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_157_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_249_4.jpg
crazing,0,crazing_crazing_26_4.jpg
scratches,5,scratches_scratches_110_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_122_4.jpg
scratches,5,scratches_scratches_42_0.jpg
scratches,5,scratches_scratches_60_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_96_1.jpg
pitted_surface,3,pitted_surface_pitted_surface_93_4.jpg
crazing,0,crazing_crazing_190_1.jpg
patches,2,patches_patches_256_2.jpg
crazing,0,crazing_crazing_213_3.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_294_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_143_0.jpg
patches,2,patches_patches_89_3.jpg
inclusion,1,inclusion_inclusion_56_4.jpg
patches,2,patches_patches_294_2.jpg
crazing,0,crazing_crazing_158_4.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_222_3.jpg
crazing,0,crazing_crazing_109_2.jpg
crazing,0,crazing_crazing_148_4.jpg
patches,2,patches_patches_252_2.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_279_1.jpg
crazing,0,crazing_crazing_204_2.jpg
crazing,0,crazing_crazing_196_1.jpg
inclusion,1,inclusion_inclusion_2_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_225_1.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_297_0.jpg
inclusion,1,inclusion_inclusion_179_0.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_8_3.jpg
crazing,0,crazing_crazing_18_1.jpg
inclusion,1,inclusion_inclusion_148_2.jpg
crazing,0,crazing_crazing_52_3.jpg
patches,2,patches_patches_153_2.jpg
scratches,5,scratches_scratches_80_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_9_2.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_168_4.jpg
inclusion,1,inclusion_inclusion_186_0.jpg
pitted_surface,3,pitted_surface_pitted_surface_37_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_285_4.jpg
crazing,0,crazing_crazing_264_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_15_3.jpg
inclusion,1,inclusion_inclusion_148_0.jpg
pitted_surface,3,pitted_surface_pitted_surface_126_0.jpg
scratches,5,scratches_scratches_175_4.jpg
inclusion,1,inclusion_inclusion_161_2.jpg
scratches,5,scratches_scratches_150_3.jpg
patches,2,patches_patches_192_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_66_1.jpg
scratches,5,scratches_scratches_204_1.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_161_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_207_4.jpg
crazing,0,crazing_crazing_2_2.jpg
patches,2,patches_patches_73_1.jpg
patches,2,patches_patches_83_4.jpg
scratches,5,scratches_scratches_293_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_277_1.jpg
inclusion,1,inclusion_inclusion_11_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_116_1.jpg
scratches,5,scratches_scratches_84_2.jpg
crazing,0,crazing_crazing_11_0.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_200_2.jpg
crazing,0,crazing_crazing_198_4.jpg
inclusion,1,inclusion_inclusion_10_2.jpg
crazing,0,crazing_crazing_219_3.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_173_1.jpg
inclusion,1,inclusion_inclusion_269_3.jpg
scratches,5,scratches_scratches_226_0.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_24_4.jpg
patches,2,patches_patches_258_4.jpg
scratches,5,scratches_scratches_225_0.jpg
pitted_surface,3,pitted_surface_pitted_surface_54_3.jpg
inclusion,1,inclusion_inclusion_276_1.jpg
patches,2,patches_patches_274_2.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_67_2.jpg
patches,2,patches_patches_8_0.jpg
patches,2,patches_patches_245_0.jpg
crazing,0,crazing_crazing_56_0.jpg
inclusion,1,inclusion_inclusion_190_3.jpg
patches,2,patches_patches_195_0.jpg
pitted_surface,3,pitted_surface_pitted_surface_13_3.jpg
crazing,0,crazing_crazing_180_3.jpg
patches,2,patches_patches_99_0.jpg
pitted_surface,3,pitted_surface_pitted_surface_251_0.jpg
patches,2,patches_patches_237_1.jpg
patches,2,patches_patches_33_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_142_4.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_277_1.jpg
crazing,0,crazing_crazing_199_1.jpg
pitted_surface,3,pitted_surface_pitted_surface_193_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_90_3.jpg
inclusion,1,inclusion_inclusion_11_3.jpg
patches,2,patches_patches_246_0.jpg
inclusion,1,inclusion_inclusion_271_3.jpg
scratches,5,scratches_scratches_203_2.jpg
inclusion,1,inclusion_inclusion_193_1.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_291_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_79_4.jpg
inclusion,1,inclusion_inclusion_292_3.jpg
crazing,0,crazing_crazing_137_4.jpg
crazing,0,crazing_crazing_81_1.jpg
scratches,5,scratches_scratches_106_3.jpg
crazing,0,crazing_crazing_27_4.jpg
scratches,5,scratches_scratches_81_2.jpg
patches,2,patches_patches_167_4.jpg
inclusion,1,inclusion_inclusion_187_1.jpg
pitted_surface,3,pitted_surface_pitted_surface_201_1.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_247_0.jpg
pitted_surface,3,pitted_surface_pitted_surface_181_0.jpg
patches,2,patches_patches_161_3.jpg
inclusion,1,inclusion_inclusion_96_2.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_62_0.jpg
patches,2,patches_patches_217_0.jpg
pitted_surface,3,pitted_surface_pitted_surface_32_4.jpg
patches,2,patches_patches_58_1.jpg
inclusion,1,inclusion_inclusion_257_2.jpg
crazing,0,crazing_crazing_168_0.jpg
pitted_surface,3,pitted_surface_pitted_surface_43_1.jpg
patches,2,patches_patches_299_0.jpg
crazing,0,crazing_crazing_162_2.jpg
patches,2,patches_patches_107_2.jpg
patches,2,patches_patches_46_1.jpg
crazing,0,crazing_crazing_124_4.jpg
patches,2,patches_patches_33_3.jpg
patches,2,patches_patches_290_1.jpg
patches,2,patches_patches_208_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_207_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_45_0.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_236_3.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_81_3.jpg
inclusion,1,inclusion_inclusion_249_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_125_4.jpg
patches,2,patches_patches_63_3.jpg
patches,2,patches_patches_155_0.jpg
scratches,5,scratches_scratches_131_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_103_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_60_1.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_36_4.jpg
patches,2,patches_patches_136_2.jpg
scratches,5,scratches_scratches_208_1.jpg
pitted_surface,3,pitted_surface_pitted_surface_37_1.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_227_4.jpg
patches,2,patches_patches_170_0.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_23_3.jpg
patches,2,patches_patches_57_2.jpg
patches,2,patches_patches_278_2.jpg
scratches,5,scratches_scratches_50_3.jpg
crazing,0,crazing_crazing_73_3.jpg
crazing,0,crazing_crazing_166_2.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_270_4.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_220_2.jpg
inclusion,1,inclusion_inclusion_282_0.jpg
pitted_surface,3,pitted_surface_pitted_surface_90_4.jpg
scratches,5,scratches_scratches_157_0.jpg
scratches,5,scratches_scratches_166_3.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_224_4.jpg
inclusion,1,inclusion_inclusion_189_0.jpg
inclusion,1,inclusion_inclusion_219_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_186_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_136_2.jpg
scratches,5,scratches_scratches_54_2.jpg
scratches,5,scratches_scratches_298_1.jpg
scratches,5,scratches_scratches_41_1.jpg
scratches,5,scratches_scratches_274_0.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_14_4.jpg
patches,2,patches_patches_30_0.jpg
crazing,0,crazing_crazing_63_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_161_2.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_254_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_256_1.jpg
scratches,5,scratches_scratches_52_1.jpg
pitted_surface,3,pitted_surface_pitted_surface_271_4.jpg
patches,2,patches_patches_127_1.jpg
patches,2,patches_patches_198_2.jpg
scratches,5,scratches_scratches_34_2.jpg
inclusion,1,inclusion_inclusion_124_4.jpg
scratches,5,scratches_scratches_204_2.jpg
scratches,5,scratches_scratches_17_2.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_32_0.jpg
patches,2,patches_patches_134_4.jpg
scratches,5,scratches_scratches_197_4.jpg
scratches,5,scratches_scratches_290_0.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_95_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_28_4.jpg
scratches,5,scratches_scratches_179_3.jpg
patches,2,patches_patches_183_1.jpg
patches,2,patches_patches_150_2.jpg
inclusion,1,inclusion_inclusion_46_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_138_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_22_3.jpg
inclusion,1,inclusion_inclusion_189_1.jpg
pitted_surface,3,pitted_surface_pitted_surface_128_1.jpg
pitted_surface,3,pitted_surface_pitted_surface_253_4.jpg
scratches,5,scratches_scratches_118_1.jpg
crazing,0,crazing_crazing_295_4.jpg
patches,2,patches_patches_75_0.jpg
pitted_surface,3,pitted_surface_pitted_surface_247_0.jpg
crazing,0,crazing_crazing_263_4.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_129_1.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_73_1.jpg
pitted_surface,3,pitted_surface_pitted_surface_178_4.jpg
scratches,5,scratches_scratches_40_4.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_164_1.jpg
pitted_surface,3,pitted_surface_pitted_surface_95_2.jpg
crazing,0,crazing_crazing_5_0.jpg
scratches,5,scratches_scratches_11_0.jpg
patches,2,patches_patches_267_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_102_1.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_135_3.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_96_0.jpg
scratches,5,scratches_scratches_246_1.jpg
pitted_surface,3,pitted_surface_pitted_surface_33_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_11_3.jpg
inclusion,1,inclusion_inclusion_273_0.jpg
crazing,0,crazing_crazing_211_4.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_249_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_53_4.jpg
crazing,0,crazing_crazing_31_3.jpg
patches,2,patches_patches_43_3.jpg
inclusion,1,inclusion_inclusion_18_0.jpg
patches,2,patches_patches_152_2.jpg
scratches,5,scratches_scratches_100_4.jpg
patches,2,patches_patches_138_0.jpg
pitted_surface,3,pitted_surface_pitted_surface_283_3.jpg
patches,2,patches_patches_184_4.jpg
patches,2,patches_patches_47_2.jpg
inclusion,1,inclusion_inclusion_232_1.jpg
patches,2,patches_patches_298_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_103_0.jpg
crazing,0,crazing_crazing_238_2.jpg
inclusion,1,inclusion_inclusion_225_2.jpg
scratches,5,scratches_scratches_174_1.jpg
crazing,0,crazing_crazing_202_4.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_182_4.jpg
patches,2,patches_patches_73_3.jpg
scratches,5,scratches_scratches_20_1.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_31_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_272_1.jpg
scratches,5,scratches_scratches_219_1.jpg
patches,2,patches_patches_22_4.jpg
crazing,0,crazing_crazing_262_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_227_0.jpg
inclusion,1,inclusion_inclusion_16_3.jpg
scratches,5,scratches_scratches_237_4.jpg
patches,2,patches_patches_261_4.jpg
crazing,0,crazing_crazing_71_2.jpg
crazing,0,crazing_crazing_4_3.jpg
crazing,0,crazing_crazing_274_0.jpg
scratches,5,scratches_scratches_225_3.jpg
inclusion,1,inclusion_inclusion_42_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_101_2.jpg
inclusion,1,inclusion_inclusion_123_4.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_264_4.jpg
scratches,5,scratches_scratches_54_0.jpg
crazing,0,crazing_crazing_123_1.jpg
scratches,5,scratches_scratches_194_4.jpg
patches,2,patches_patches_26_4.jpg
scratches,5,scratches_scratches_262_1.jpg
scratches,5,scratches_scratches_154_4.jpg
inclusion,1,inclusion_inclusion_108_4.jpg
crazing,0,crazing_crazing_182_2.jpg
inclusion,1,inclusion_inclusion_200_0.jpg
inclusion,1,inclusion_inclusion_67_2.jpg
scratches,5,scratches_scratches_38_2.jpg
inclusion,1,inclusion_inclusion_192_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_183_2.jpg
patches,2,patches_patches_181_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_285_3.jpg
crazing,0,crazing_crazing_57_0.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_204_4.jpg
scratches,5,scratches_scratches_285_3.jpg
inclusion,1,inclusion_inclusion_278_0.jpg
pitted_surface,3,pitted_surface_pitted_surface_137_2.jpg
scratches,5,scratches_scratches_9_1.jpg
pitted_surface,3,pitted_surface_pitted_surface_126_1.jpg
inclusion,1,inclusion_inclusion_94_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_120_1.jpg
inclusion,1,inclusion_inclusion_99_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_233_0.jpg
patches,2,patches_patches_287_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_151_0.jpg
crazing,0,crazing_crazing_236_2.jpg
crazing,0,crazing_crazing_3_1.jpg
crazing,0,crazing_crazing_209_1.jpg
scratches,5,scratches_scratches_175_2.jpg
crazing,0,crazing_crazing_269_1.jpg
pitted_surface,3,pitted_surface_pitted_surface_223_1.jpg
patches,2,patches_patches_284_4.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_246_0.jpg
crazing,0,crazing_crazing_17_4.jpg
scratches,5,scratches_scratches_53_0.jpg
scratches,5,scratches_scratches_147_0.jpg
crazing,0,crazing_crazing_153_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_170_2.jpg
scratches,5,scratches_scratches_169_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_168_1.jpg
inclusion,1,inclusion_inclusion_147_0.jpg
patches,2,patches_patches_192_2.jpg
scratches,5,scratches_scratches_198_0.jpg
patches,2,patches_patches_143_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_128_3.jpg
scratches,5,scratches_scratches_122_0.jpg
crazing,0,crazing_crazing_295_0.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_129_2.jpg
patches,2,patches_patches_101_4.jpg
patches,2,patches_patches_6_4.jpg
inclusion,1,inclusion_inclusion_63_3.jpg
patches,2,patches_patches_226_1.jpg
inclusion,1,inclusion_inclusion_122_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_80_1.jpg
scratches,5,scratches_scratches_159_1.jpg
inclusion,1,inclusion_inclusion_273_4.jpg
crazing,0,crazing_crazing_148_0.jpg
scratches,5,scratches_scratches_127_4.jpg
crazing,0,crazing_crazing_154_2.jpg
scratches,5,scratches_scratches_280_1.jpg
crazing,0,crazing_crazing_106_1.jpg
patches,2,patches_patches_137_1.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_34_1.jpg
patches,2,patches_patches_32_1.jpg
scratches,5,scratches_scratches_221_4.jpg
inclusion,1,inclusion_inclusion_19_2.jpg
inclusion,1,inclusion_inclusion_61_1.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_147_0.jpg
pitted_surface,3,pitted_surface_pitted_surface_192_4.jpg
inclusion,1,inclusion_inclusion_30_4.jpg
pitted_surface,3,pitted_surface_pitted_surface_84_1.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_294_4.jpg
patches,2,patches_patches_205_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_104_4.jpg
scratches,5,scratches_scratches_148_1.jpg
crazing,0,crazing_crazing_219_0.jpg
pitted_surface,3,pitted_surface_pitted_surface_117_2.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_31_1.jpg
scratches,5,scratches_scratches_209_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_104_2.jpg
crazing,0,crazing_crazing_176_0.jpg
rolled-in_scale,4,rolled-in_scale_rolled-in_scale_60_2.jpg
patches,2,patches_patches_54_1.jpg
patches,2,patches_patches_103_4.jpg
scratches,5,scratches_scratches_85_1.jpg
pitted_surface,3,pitted_surface_pitted_surface_62_3.jpg
inclusion,1,inclusion_inclusion_211_2.jpg
inclusion,1,inclusion_inclusion_288_3.jpg
pitted_surface,3,pitted_surface_pitted_surface_240_0.jpg
scratches,5,scratches_scratches_129_2.jpg
inclusion,1,inclusion_inclusion_95_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_191_0.jpg
scratches,5,scratches_scratches_248_2.jpg
inclusion,1,inclusion_inclusion_130_0.jpg
inclusion,1,inclusion_inclusion_211_1.jpg
patches,2,patches_patches_187_2.jpg
pitted_surface,3,pitted_surface_pitted_surface_233_2.jpg
